,name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date,planet_type,planet_radius,orbital_radius,orbital_period,eccentricity,solar_system_name,planet_discovery_method,pl_orbeccenlim,pl_orbincl,pl_orbinclerr1,pl_orbinclerr2,pl_orbincllim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_dens,pl_denserr1,pl_denserr2,pl_denslim,pl_ttvflag,pl_kepflag,pl_k2flag,pl_nnotes,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_distlim,gaia_dist,gaia_disterr1,gaia_disterr2,gaia_distlim,st_optmag,st_optmagerr,st_optmaglim,st_optband,gaia_gmag,gaia_gmagerr,gaia_gmaglim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_mass,st_masserr1,st_masserr2,st_masslim,st_rad,st_raderr1,st_raderr2,st_radlim,rowupdate,pl_facility
3435,Kepler-728 b,4032.0,11.1 Earths,15.525,2016,Neptune-like,0.298 x Jupiter,Unknown,5.7 days,0.0,Kepler-727,Transit,,,,,,,,,,,0.226,0.031,-0.028,0.0,,,,,0,1,0,1,19h39m23.26s,294.846908,+45d02m03.9s,45.034416,892.0,102.89,-71.83,0.0,851.72,20.87,-20.87,0.0,15.365,,0.0,Kepler-band,15.352,,0.0,5441.0,107.87,-157.44,0.0,0.89,0.05,-0.06,0.0,0.86,0.1,-0.06,0.0,2016-05-10,Kepler
3436,Kepler-729 b,4146.0,12.5 Earths,15.547,2016,Neptune-like,0.319 x Jupiter,Unknown,3.2 days,0.0,Kepler-728,Transit,,,,,,,,,,,0.298,0.04,-0.023,0.0,,,,,0,1,0,1,19h24m22.17s,291.092356,+45d06m55.9s,45.115528,1236.0,169.29,-102.09,0.0,1859.74,95.94,-95.94,0.0,15.543,,0.0,Kepler-band,15.525,,0.0,5660.0,133.1,-108.4,0.0,0.95,0.06,-0.06,0.0,0.93,0.12,-0.07,0.0,2016-05-10,Kepler
3437,Kepler-730 b,6590.0,Unknown,15.611,2016,Gas Giant,1.1 x Jupiter,0.0694 AU,6.5 days,0.0,Kepler-729,Transit,,,,,,,,,,,0.319,0.037,-0.022,0.0,,,,,0,1,0,1,19h05m26.43s,286.360112,+45d24m51.5s,45.414295,1271.0,152.3,-92.13,0.0,2036.24,113.65,-113.65,0.0,15.603,,0.0,Kepler-band,15.547,,0.0,5633.0,71.02,-56.34,0.0,0.94,0.04,-0.06,0.0,0.91,0.11,-0.06,0.0,2016-05-10,Kepler
3438,Kepler-730 c,6590.0,3.09 Earths,15.611,2018,Super Earth,1.569 x Earth,0.03997 AU,2.9 days,0.0,Kepler-730,Transit,,86.96,0.37,-0.31,0.0,,,,,,1.1,0.047,-0.05,0.0,,,,,0,1,0,1,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,2020.2,77.54,-81.62,0.0,2052.36,127.03,-127.03,0.0,15.649,,0.0,Kepler-band,15.611,,0.0,5620.0,55.0,-59.0,0.0,1.05,0.07,-0.05,0.0,1.41,0.05,-0.05,0.0,2019-01-17,Kepler
3439,Kepler-731 b,4276.0,Unknown,15.285,2016,Gas Giant,1.238 x Jupiter,Unknown,3.9 days,0.0,Kepler-730,Transit,,83.81,1.1,-0.83,0.0,,,,,,0.14,0.012,-0.012,0.0,,,,,0,1,0,0,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,2020.2,77.54,-81.62,0.0,2052.36,127.03,-127.03,0.0,15.649,,0.0,Kepler-band,15.611,,0.0,5620.0,55.0,-59.0,0.0,1.05,0.07,-0.05,0.0,1.41,0.05,-0.05,0.0,2019-01-17,Kepler
3440,Kepler-732 b,489.0,5.39 Earths,15.052,2016,Neptune-like,2.18 x Earth,Unknown,9.5 days,0.0,Kepler-731,Transit,,,,,,,,,,,1.238,0.284,-0.136,0.0,,,,,0,1,0,1,19h45m34.36s,296.393174,+45d34m06.8s,45.568558,1311.0,302.36,-153.48,0.0,1302.5,51.77,-51.77,0.0,15.272,,0.0,Kepler-band,15.285,,0.0,5849.0,200.38,-139.51,0.0,1.03,0.09,-0.06,0.0,1.06,0.24,-0.12,0.0,2016-05-10,Kepler
3441,Kepler-732 c,489.0,2.15 Earths,15.052,2016,Super Earth,1.27 x Earth,Unknown,0.9 days,0.0,Kepler-732,Transit,,,,,,,,,,,0.194,0.011,-0.014,0.0,,,,,0,1,0,1,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,150.0,11.13,-13.53,0.0,175.71,0.86,-0.86,0.0,15.073,,0.0,Kepler-band,15.052,,0.0,3631.0,35.05,-37.03,0.0,0.49,0.03,-0.03,0.0,0.46,0.03,-0.03,0.0,2016-05-10,Kepler
3442,Kepler-733 b,3197.0,8.35 Earths,15.395,2016,Neptune-like,0.252 x Jupiter,Unknown,20.8 days,0.0,Kepler-732,Transit,,,,,,,,,,,0.113,0.006,-0.009,0.0,,,,,0,1,0,1,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,150.0,11.13,-13.53,0.0,175.71,0.86,-0.86,0.0,15.073,,0.0,Kepler-band,15.052,,0.0,3631.0,35.05,-37.03,0.0,0.49,0.03,-0.03,0.0,0.46,0.03,-0.03,0.0,2016-05-10,Kepler
3443,Kepler-734 b,1804.0,12.4 Earths,14.412,2016,Neptune-like,0.318 x Jupiter,Unknown,6.1 days,0.0,Kepler-733,Transit,,,,,,,,,,,0.252,0.041,-0.017,0.0,,,,,0,1,0,1,19h32m04.39s,293.018285,+45d54m52.9s,45.914692,980.0,89.42,-63.68,0.0,941.15,22.45,-22.45,0.0,15.412,,0.0,Kepler-band,15.395,,0.0,5418.0,89.83,-94.34,0.0,0.9,0.04,-0.05,0.0,0.86,0.08,-0.05,0.0,2016-05-10,Kepler
3444,Kepler-735 b,2577.0,9.01 Earths,15.385,2016,Neptune-like,0.263 x Jupiter,Unknown,11.5 days,0.0,Kepler-734,Transit,,,,,,,,,,,0.318,0.012,-0.012,0.0,,,,,0,1,0,1,19h48m10.95s,297.045638,+46d01m38.5s,46.027363,553.0,23.23,-22.51,0.0,1196.68,27.01,-27.01,0.0,15.017,,0.0,Kepler-band,14.412,,0.0,5326.0,51.69,-44.6,0.0,0.85,0.03,-0.04,0.0,0.78,0.03,-0.03,0.0,2016-05-10,Kepler
3445,Kepler-736 b,3285.0,8.91 Earths,15.742,2016,Neptune-like,0.261 x Jupiter,Unknown,3.6 days,0.0,Kepler-735,Transit,,,,,,,,,,,0.263,0.014,-0.011,0.0,,,,,0,1,0,1,18h58m45.33s,284.688884,+46d10m20.1s,46.172249,790.0,39.64,-33.1,0.0,709.01,14.63,-14.63,0.0,15.386,,0.0,Kepler-band,15.385,,0.0,5107.0,42.91,-45.51,0.0,0.85,0.03,-0.04,0.0,0.8,0.04,-0.03,0.0,2016-05-10,Kepler
3446,Kepler-737 b,636.0,4.5 Earths,15.146,2016,Super Earth,1.96 x Earth,Unknown,28.6 days,0.0,Kepler-736,Transit,,,,,,,,,,,0.261,0.015,-0.047,0.0,,,,,0,1,0,1,19h01m33.92s,285.391321,+46d10m51.4s,46.180939,1007.0,60.06,-55.57,0.0,1034.74,34.5,-34.5,0.0,15.733,,0.0,Kepler-band,15.742,,0.0,5217.0,50.31,-50.86,0.0,0.86,0.04,-0.05,0.0,0.81,0.05,-0.04,0.0,2016-05-10,Kepler
3447,Kepler-738 b,3236.0,6.8 Earths,15.591,2016,Neptune-like,0.223 x Jupiter,Unknown,24.6 days,0.0,Kepler-737,Transit,,,,,,,,,,,0.175,0.01,-0.01,0.0,,,,,0,1,0,1,19h27m27.08s,291.862847,+46d25m45.3s,46.429256,195.0,14.08,-12.73,0.0,206.33,1.16,-1.16,0.0,15.19,,0.0,Kepler-band,15.146,,0.0,3813.0,40.13,-38.49,0.0,0.51,0.03,-0.03,0.0,0.48,0.03,-0.02,0.0,2016-05-10,Kepler
3448,Kepler-739 b,3680.0,11 Earths,15.453,2016,Neptune-like,0.296 x Jupiter,Unknown,12.5 days,0.0,Kepler-738,Transit,,,,,,,,,,,0.223,0.018,-0.015,0.0,,,,,0,1,0,1,19h10m16.72s,287.569664,+46d34m04.3s,46.567859,992.0,72.65,-70.33,0.0,1149.93,39.67,-39.67,0.0,15.598,,0.0,Kepler-band,15.591,,0.0,5327.0,66.34,-61.93,0.0,0.86,0.04,-0.05,0.0,0.82,0.06,-0.05,0.0,2016-05-10,Kepler
3449,Kepler-740 b,4117.0,18.9 Earths,15.923,2016,Neptune-like,0.408 x Jupiter,Unknown,3.6 days,0.0,Kepler-739,Transit,,,,,,,,,,,0.296,0.044,-0.026,0.0,,,,,0,1,0,1,19h20m16.32s,290.067985,+46d34m44.9s,46.57914,1128.0,146.14,-88.8,0.0,1426.57,53.05,-53.05,0.0,15.485,,0.0,Kepler-band,15.453,,0.0,5601.0,89.95,-87.84,0.0,0.93,0.05,-0.06,0.0,0.9,0.11,-0.07,0.0,2016-05-10,Kepler
3450,Kepler-741 b,4991.0,9.11 Earths,15.046,2016,Neptune-like,0.265 x Jupiter,Unknown,7 days,0.0,Kepler-74,Transit,0.0,87.46,0.07,-0.07,0.0,0.63,0.12,-0.12,0.0,Mass,0.96,0.02,-0.02,0.0,0.88,0.18,-0.18,0.0,0,1,0,1,19h32m22.21s,293.092525,+41d21m19.9s,41.355523,1218.33,30.24,-30.24,0.0,1218.33,30.24,-30.24,0.0,14.23,,0.0,V (Johnson),14.365,,0.0,6000.0,100.0,-100.0,0.0,1.18,0.04,-0.04,0.0,1.12,0.04,-0.04,0.0,2015-01-29,Kepler
3451,Kepler-742 b,1628.0,10.6 Earths,15.172,2016,Neptune-like,0.289 x Jupiter,Unknown,8.4 days,0.0,Kepler-740,Transit,,,,,,,,,,,0.408,0.047,-0.024,0.0,,,,,0,1,0,1,19h05m55.74s,286.482254,+46d41m32.8s,46.692451,1262.0,143.42,-79.76,0.0,1504.07,72.25,-72.25,0.0,15.954,,0.0,Kepler-band,15.923,,0.0,5438.0,62.55,-80.55,0.0,0.91,0.04,-0.04,0.0,0.87,0.1,-0.05,0.0,2016-05-10,Kepler
3452,Kepler-743 b,842.0,1.92 Earths,12.541,2016,Super Earth,1.21 x Earth,Unknown,3.2 days,0.0,Kepler-741,Transit,,,,,,,,,,,0.265,0.09,-0.031,0.0,,,,,0,1,0,1,19h17m43.61s,289.431703,+46d37m03.1s,46.617531,1530.0,517.38,-193.1,0.0,1745.79,81.6,-81.6,0.0,15.067,,0.0,Kepler-band,15.046,,0.0,6129.0,80.64,-111.81,0.0,1.16,0.13,-0.08,0.0,1.24,0.42,-0.15,0.0,2016-05-10,Kepler
3453,Kepler-744 b,1585.0,3.26 Earths,13.584,2016,Super Earth,1.62 x Earth,Unknown,12.1 days,0.0,Kepler-742,Transit,,,,,,,,,,,0.289,0.01,-0.015,0.0,,,,,0,1,0,1,18h55m27.84s,283.866019,+46d47m22.5s,46.789589,499.0,19.86,-21.07,0.0,496.18,6.38,-6.38,0.0,15.223,,0.0,Kepler-band,15.172,,0.0,4642.0,41.76,-44.03,0.0,0.76,0.03,-0.04,0.0,0.71,0.02,-0.03,0.0,2016-05-10,Kepler
3454,Kepler-745 b,3911.0,5.31 Earths,15.163,2016,Neptune-like,2.16 x Earth,Unknown,9.9 days,0.0,Kepler-743,Transit,,,,,,,,,,,0.108,0.003,-0.004,0.0,,,,,0,1,0,1,19h42m17.80s,295.574168,+42d48m23.2s,42.806436,258.0,7.01,-7.17,0.0,281.23,2.09,-2.09,0.0,12.55,,0.0,Kepler-band,12.541,,0.0,5486.0,77.47,-78.82,0.0,0.94,0.03,-0.03,0.0,0.85,0.02,-0.02,0.0,2016-05-10,Kepler
3455,Kepler-746 b,1468.0,1.41 Earths,13.611,2016,Super Earth,1.11 x Earth,Unknown,3.5 days,0.0,Kepler-744,Transit,,,,,,,,,,,0.145,0.011,-0.008,0.0,,,,,0,1,0,1,19h45m59.07s,296.496136,+47d10m58.3s,47.182865,486.0,34.28,-26.91,0.0,455.83,4.86,-4.86,0.0,13.581,,0.0,Kepler-band,13.584,,0.0,5594.0,84.04,-77.39,0.0,0.94,0.04,-0.04,0.0,0.93,0.06,-0.05,0.0,2016-05-10,Kepler
3456,Kepler-747 b,2789.0,24.1 Earths,15.724,2016,Neptune-like,0.47 x Jupiter,Unknown,35.6 days,0.0,Kepler-745,Transit,,,,,,,,,,,0.193,0.052,-0.02,0.0,,,,,0,1,0,1,19h25m59.86s,291.49943,+37d03m33.4s,37.059283,1199.0,315.69,-128.59,0.0,1874.28,85.07,-85.07,0.0,15.214,,0.0,Kepler-band,15.163,,0.0,5849.0,106.52,-158.12,0.0,1.04,0.07,-0.07,0.0,1.04,0.28,-0.1,0.0,2016-05-10,Kepler
3457,Kepler-748 b,4146.0,6.9 Earths,15.219,2016,Neptune-like,0.225 x Jupiter,Unknown,7.4 days,0.0,Kepler-746,Transit,,,,,,,,,,,0.099,0.012,-0.008,0.0,,,,,0,1,0,1,19h22m43.74s,290.682243,+37d21m18.4s,37.355117,450.0,50.64,-34.82,0.0,777.74,311.59,-311.59,0.0,13.615,,0.0,Kepler-band,13.611,,0.0,5418.0,87.09,-89.83,0.0,0.91,0.04,-0.03,0.0,0.93,0.1,-0.07,0.0,2016-05-10,Kepler
3458,Kepler-749 b,2456.0,9.8 Earths,15.773,2016,Neptune-like,0.277 x Jupiter,Unknown,17.3 days,0.0,Kepler-747,Transit,,,,,,,,,,,0.47,0.026,-0.025,0.0,,,,,0,1,0,1,19h13m39.96s,288.416503,+41d01m47.3s,41.029804,855.0,50.21,-51.03,0.0,3797.47,491.56,-491.56,0.0,15.703,,0.0,Kepler-band,15.724,,0.0,5096.0,70.39,-92.77,0.0,0.82,0.04,-0.05,0.0,0.78,0.04,-0.04,0.0,2016-05-10,Kepler
3459,Kepler-74 b,3974.0,0.63 Jupiters,14.23,2013,Gas Giant,0.96 x Jupiter,0.0781 AU,7.3 days,0.0,Kepler-748,Transit,,,,,,,,,,,0.225,0.058,-0.026,0.0,,,,,0,1,0,1,19h29m03.10s,292.262899,+37d14m13.2s,37.236992,1271.0,325.65,-148.18,0.0,1790.95,85.79,-85.79,0.0,15.242,,0.0,Kepler-band,15.219,,0.0,5934.0,95.16,-141.93,0.0,1.07,0.09,-0.07,0.0,1.1,0.28,-0.12,0.0,2016-05-10,Kepler
3460,Kepler-750 b,3852.0,9.64 Earths,14.467,2016,Neptune-like,0.274 x Jupiter,Unknown,9.4 days,0.0,Kepler-749,Transit,,,,,,,,,,,0.277,0.021,-0.023,0.0,,,,,0,1,0,1,19h59m35.34s,299.89723,+43d54m14.1s,43.903908,753.0,66.39,-61.74,0.0,735.19,24.02,-24.02,0.0,15.759,,0.0,Kepler-band,15.773,,0.0,5009.0,218.03,-165.4,0.0,0.79,0.06,-0.05,0.0,0.75,0.06,-0.06,0.0,2016-05-10,Kepler
3461,Kepler-750 c,3852.0,3.26 Earths,14.467,2016,Super Earth,1.62 x Earth,Unknown,4.1 days,0.0,Kepler-75,Transit,0.0,89.12,0.51,-0.64,0.0,10.1,0.4,-0.4,0.0,Mass,1.05,0.03,-0.03,0.0,11.0,0.8,-0.9,0.0,0,1,0,1,19h24m33.02s,291.137593,+36d34m38.6s,36.577386,855.5,19.1,-19.1,0.0,855.5,19.1,-19.1,0.0,15.264,,0.0,Kepler-band,15.179,,0.0,5200.0,100.0,-100.0,0.0,0.91,0.04,-0.04,0.0,0.89,0.02,-0.02,0.0,2015-01-29,Kepler
3462,Kepler-751 b,2440.0,6.62 Earths,14.98,2016,Neptune-like,0.219 x Jupiter,Unknown,17.4 days,0.0,Kepler-750,Transit,,,,,,,,,,,0.274,0.095,-0.036,0.0,,,,,0,1,0,1,19h16m23.25s,289.096874,+44d00m15.8s,44.004379,1181.0,409.7,-160.03,0.0,1346.13,36.01,-36.01,0.0,14.5,,0.0,Kepler-band,14.467,,0.0,6160.0,90.96,-121.55,0.0,1.15,0.14,-0.08,0.0,1.23,0.42,-0.16,0.0,2016-05-10,Kepler
3463,Kepler-752 b,3507.0,8.3 Earths,15.719,2016,Neptune-like,0.251 x Jupiter,Unknown,18.8 days,0.0,Kepler-750,Transit,,,,,,,,,,,0.145,0.058,-0.02,0.0,,,,,0,1,0,1,19h16m23.25s,289.096874,+44d00m15.8s,44.004379,1181.0,409.7,-160.03,0.0,1346.13,36.01,-36.01,0.0,14.5,,0.0,Kepler-band,14.467,,0.0,6160.0,90.96,-121.55,0.0,1.15,0.14,-0.08,0.0,1.23,0.42,-0.16,0.0,2016-05-10,Kepler
3464,Kepler-753 b,907.0,4.31 Earths,14.475,2016,Super Earth,1.91 x Earth,Unknown,5.7 days,0.0,Kepler-751,Transit,,,,,,,,,,,0.219,0.021,-0.016,0.0,,,,,0,1,0,1,19h39m22.52s,294.843831,+44d04m39.7s,44.077686,748.0,73.71,-56.49,0.0,777.21,14.24,-14.24,0.0,15.007,,0.0,Kepler-band,14.98,,0.0,5387.0,131.81,-138.29,0.0,0.87,0.05,-0.06,0.0,0.84,0.08,-0.06,0.0,2016-05-10,Kepler
3465,Kepler-754 b,3888.0,4.7 Earths,15.126,2016,Super Earth,2.01 x Earth,Unknown,14.6 days,0.0,Kepler-752,Transit,,,,,,,,,,,0.251,0.023,-0.019,0.0,,,,,0,1,0,1,19h29m04.35s,292.268128,+37d57m20.4s,37.955654,1075.0,98.23,-80.09,0.0,1275.53,51.04,-51.04,0.0,15.762,,0.0,Kepler-band,15.719,,0.0,5373.0,161.73,-107.25,0.0,0.87,0.05,-0.06,0.0,0.83,0.07,-0.06,0.0,2016-05-10,Kepler
3466,Kepler-755 b,1200.0,3.75 Earths,14.024,2016,Super Earth,1.76 x Earth,Unknown,1.3 days,0.0,Kepler-753,Transit,,,,,,,,,,,0.17,0.022,-0.008,0.0,,,,,0,1,0,1,19h27m36.79s,291.903273,+37d54m08.2s,37.902288,278.0,10.04,-12.07,0.0,276.95,1.76,-1.76,0.0,14.496,,0.0,Kepler-band,14.475,,0.0,4346.0,51.36,-39.68,0.0,0.68,0.03,-0.03,0.0,0.65,0.02,-0.02,0.0,2016-05-10,Kepler
3467,Kepler-755 c,1200.0,2.13 Earths,14.024,2016,Super Earth,1.26 x Earth,Unknown,2.9 days,0.0,Kepler-754,Transit,,,,,,,,,,,0.179,0.043,-0.023,0.0,,,,,0,1,0,1,19h33m00.99s,293.254104,+37d50m46.3s,37.846192,1192.0,281.57,-141.53,0.0,1861.51,92.78,-92.78,0.0,15.16,,0.0,Kepler-band,15.126,,0.0,5935.0,126.07,-181.97,0.0,1.06,0.08,-0.08,0.0,1.08,0.26,-0.12,0.0,2016-05-10,Kepler
3468,Kepler-756 b,2779.0,1.46 Earths,15.391,2016,Super Earth,1.12 x Earth,Unknown,1.2 days,0.0,Kepler-755,Transit,,,,,,,,,,,0.157,0.005,-0.028,0.0,,,,,0,1,0,1,19h47m26.64s,296.860998,+41d05m50.4s,41.097338,368.0,12.21,-12.03,0.0,403.67,2.71,-2.71,0.0,13.999,,0.0,Kepler-band,14.024,,0.0,5043.0,89.62,-83.54,0.0,0.82,0.03,-0.04,0.0,0.77,0.02,-0.02,0.0,2016-05-10,Kepler
3469,Kepler-757 b,3314.0,2.42 Earths,14.764,2016,Super Earth,1.36 x Earth,Unknown,1 days,0.0,Kepler-755,Transit,,,,,,,,,,,0.112,0.004,-0.004,0.0,,,,,0,1,0,1,19h47m26.64s,296.860998,+41d05m50.4s,41.097338,368.0,12.21,-12.03,0.0,403.67,2.71,-2.71,0.0,13.999,,0.0,Kepler-band,14.024,,0.0,5043.0,89.62,-83.54,0.0,0.82,0.03,-0.04,0.0,0.77,0.02,-0.02,0.0,2016-05-10,Kepler
3470,Kepler-758 b,4413.0,6.71 Earths,14.327,2016,Neptune-like,0.221 x Jupiter,Unknown,12.1 days,0.0,Kepler-756,Transit,,,,,,,,,,,0.1,0.008,-0.009,0.0,,,,,0,1,0,1,19h22m25.91s,290.607939,+41d12m03.9s,41.201093,852.0,65.64,-74.99,0.0,1894.4,347.2,-347.2,0.0,15.376,,0.0,Kepler-band,15.391,,0.0,5282.0,97.87,-62.48,0.0,0.82,0.06,-0.06,0.0,0.79,0.06,-0.07,0.0,2016-05-10,Kepler
3471,Kepler-758 c,4413.0,3.5 Earths,14.327,2016,Super Earth,1.69 x Earth,Unknown,4.8 days,0.0,Kepler-757,Transit,,,,,,,,,,,0.121,0.041,-0.02,0.0,,,,,0,1,0,1,19h46m43.31s,296.680438,+41d23m11.5s,41.386515,1016.0,349.26,-177.34,0.0,1101.05,37.39,-37.39,0.0,14.803,,0.0,Kepler-band,14.764,,0.0,6014.0,221.13,-288.93,0.0,1.08,0.14,-0.11,0.0,1.13,0.38,-0.18,0.0,2016-05-10,Kepler
3472,Kepler-758 d,4413.0,5.14 Earths,14.327,2016,Neptune-like,2.12 x Earth,Unknown,20.5 days,0.0,Kepler-758,Transit,,,,,,,,,,,0.221,0.049,-0.036,0.0,,,,,0,1,0,1,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.0,292.62,-212.6,0.0,1569.46,47.34,-47.34,0.0,14.348,,0.0,Kepler-band,14.327,,0.0,6228.0,72.21,-60.59,0.0,1.16,0.12,-0.08,0.0,1.42,0.31,-0.23,0.0,2016-05-10,Kepler
3473,Kepler-758 e,4413.0,2.96 Earths,14.327,2016,Super Earth,1.53 x Earth,Unknown,8.2 days,0.0,Kepler-758,Transit,,,,,,,,,,,0.151,0.033,-0.026,0.0,,,,,0,1,0,1,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.0,292.62,-212.6,0.0,1569.46,47.34,-47.34,0.0,14.348,,0.0,Kepler-band,14.327,,0.0,6228.0,72.21,-60.59,0.0,1.16,0.12,-0.08,0.0,1.42,0.31,-0.23,0.0,2016-05-10,Kepler
3474,Kepler-759 b,2910.0,5.77 Earths,14.787,2016,Neptune-like,0.203 x Jupiter,Unknown,41.8 days,0.0,Kepler-758,Transit,,,,,,,,,,,0.189,0.042,-0.029,0.0,,,,,0,1,0,1,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.0,292.62,-212.6,0.0,1569.46,47.34,-47.34,0.0,14.348,,0.0,Kepler-band,14.327,,0.0,6228.0,72.21,-60.59,0.0,1.16,0.12,-0.08,0.0,1.42,0.31,-0.23,0.0,2016-05-10,Kepler
3475,Kepler-75 b,2791.0,10.1 Jupiters,15.179,2013,Gas Giant,1.05 x Jupiter,0.0818 AU,8.9 days,0.57,Kepler-758,Transit,,,,,,,,,,,0.136,0.029,-0.022,0.0,,,,,0,1,0,1,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.0,292.62,-212.6,0.0,1569.46,47.34,-47.34,0.0,14.348,,0.0,Kepler-band,14.327,,0.0,6228.0,72.21,-60.59,0.0,1.16,0.12,-0.08,0.0,1.42,0.31,-0.23,0.0,2016-05-10,Kepler
3476,Kepler-760 b,2551.0,9.59 Earths,15.073,2016,Neptune-like,0.273 x Jupiter,Unknown,8.7 days,0.0,Kepler-759,Transit,,,,,,,,,,,0.203,0.044,-0.021,0.0,,,,,0,1,0,1,19h20m31.56s,290.131501,+41d22m53.4s,41.381498,892.0,192.1,-87.3,0.0,1674.49,137.71,-137.71,0.0,14.502,,0.0,Kepler-band,14.787,,0.0,5860.0,94.6,-133.91,0.0,1.04,0.06,-0.06,0.0,1.04,0.22,-0.09,0.0,2016-05-10,Kepler
3477,Kepler-760 c,2551.0,2.79 Earths,15.073,2016,Super Earth,1.48 x Earth,Unknown,2.5 days,0.0,Kepler-76,Orbital Brightness Modulation,,77.55,0.2,-0.17,0.0,2.01,0.37,-0.35,0.0,Mass,1.36,0.12,-0.12,0.0,1.1,0.6,-0.4,0.0,0,1,0,1,19h36m46.11s,294.192118,+39d37m08.4s,39.619003,842.87,10.73,-10.73,0.0,842.87,10.73,-10.73,0.0,13.308,,0.0,Kepler-band,13.276,,0.0,6409.0,95.0,-95.0,0.0,1.2,0.2,-0.2,0.0,1.32,0.08,-0.08,0.0,2015-10-15,Kepler
3478,Kepler-761 b,2828.0,4.78 Earths,14.709,2016,Super Earth,2.03 x Earth,Unknown,10.1 days,0.0,Kepler-760,Transit,,,,,,,,,,,0.273,0.023,-0.021,0.0,,,,,0,1,0,1,19h10m22.37s,287.593209,+44d10m45.9s,44.179417,782.0,67.76,-43.55,0.0,810.61,16.75,-16.75,0.0,15.07,,0.0,Kepler-band,15.073,,0.0,5322.0,65.68,-81.73,0.0,0.89,0.04,-0.04,0.0,0.85,0.07,-0.04,0.0,2016-05-10,Kepler
3479,Kepler-762 b,4779.0,Unknown,15.427,2016,Gas Giant,1.131 x Jupiter,Unknown,3.8 days,0.0,Kepler-760,Transit,,,,,,,,,,,0.132,0.011,-0.008,0.0,,,,,0,1,0,1,19h10m22.37s,287.593209,+44d10m45.9s,44.179417,782.0,67.76,-43.55,0.0,810.61,16.75,-16.75,0.0,15.07,,0.0,Kepler-band,15.073,,0.0,5322.0,65.68,-81.73,0.0,0.89,0.04,-0.04,0.0,0.85,0.07,-0.04,0.0,2016-05-10,Kepler
3480,Kepler-763 b,2942.0,1.98 Earths,15.682,2016,Super Earth,1.22 x Earth,Unknown,1.2 days,0.0,Kepler-761,Transit,,,,,,,,,,,0.181,0.022,-0.015,0.0,,,,,0,1,0,1,19h22m00.86s,290.503604,+44d08m36.9s,44.143581,867.0,103.7,-75.49,0.0,850.99,13.16,-13.16,0.0,14.743,,0.0,Kepler-band,14.709,,0.0,5706.0,130.9,-104.39,0.0,0.95,0.06,-0.06,0.0,0.93,0.11,-0.07,0.0,2016-05-10,Kepler
3481,Kepler-764 b,3304.0,3.33 Earths,15.3,2016,Super Earth,1.64 x Earth,Unknown,7.3 days,0.0,Kepler-762,Transit,,,,,,,,,,,1.131,0.236,-0.112,0.0,,,,,0,1,0,1,19h25m06.15s,291.275634,+47d19m46.2s,47.329491,1465.0,303.43,-153.41,0.0,2009.64,122.22,-122.22,0.0,15.439,,0.0,Kepler-band,15.427,,0.0,5944.0,98.94,-123.9,0.0,1.06,0.07,-0.06,0.0,1.08,0.23,-0.11,0.0,2016-05-10,Kepler
3482,Kepler-765 b,3262.0,6.48 Earths,14.6,2016,Neptune-like,0.217 x Jupiter,Unknown,27.7 days,0.0,Kepler-763,Transit,,,,,,,,,,,0.109,0.008,-0.007,0.0,,,,,0,1,0,1,19h28m34.67s,292.144477,+47d09m26.5s,47.157352,902.0,56.07,-46.47,0.0,989.19,30.7,-30.7,0.0,15.692,,0.0,Kepler-band,15.682,,0.0,5166.0,75.73,-93.71,0.0,0.84,0.04,-0.04,0.0,0.8,0.05,-0.04,0.0,2016-05-10,Kepler
3483,Kepler-766 b,5265.0,11.4 Earths,15.648,2016,Neptune-like,0.302 x Jupiter,Unknown,6.1 days,0.0,Kepler-764,Transit,,,,,,,,,,,0.146,0.018,-0.012,0.0,,,,,0,1,0,1,19h49m34.36s,297.393183,+47d09m52.7s,47.164627,1013.0,117.78,-80.44,0.0,1079.76,28.57,-28.57,0.0,15.302,,0.0,Kepler-band,15.3,,0.0,5557.0,132.83,-102.61,0.0,0.92,0.05,-0.05,0.0,0.89,0.1,-0.07,0.0,2016-05-10,Kepler
3484,Kepler-767 b,3865.0,35.7 Earths,15.418,2016,Neptune-like,0.592 x Jupiter,Unknown,161.5 days,0.0,Kepler-765,Transit,,,,,,,,,,,0.217,0.047,-0.02,0.0,,,,,1,1,0,1,18h52m44.31s,283.184612,+47d09m20.4s,47.15567,1000.0,214.94,-95.83,0.0,1110.74,18.73,-18.73,0.0,14.609,,0.0,Kepler-band,14.6,,0.0,5901.0,81.23,-89.97,0.0,1.05,0.06,-0.06,0.0,1.06,0.23,-0.1,0.0,2016-05-10,Kepler
